INaCa,INaK,IClb,ICaL,Itos,IK1,IKs,IKr
0.08551248194137,0.005941417841546,0.00773489161873,0.06694912292352,0.05529366286432,0.3759290733627,0.0967479938771,0.0029662726021609
0.004927493868277,0.009629718907749,0.001743031771508,0.05395509127013,0.001252413981968,0.2784655835663,0.08488482035994,0.003918405403697
0.1045911196012,0.02075630275396,0.008906135854552,0.1745720985386,0.1315207527196,0.565535126001,0.2008826143477,0.002770666840051
0.01265726385652,0.006669744477343,0.003035829494829,0.06439083791869,0.008777561315547,0.3892212550943,0.08197290622089,0.005890440067409
0.002632318988648,0.001466851980209,0.0006028845001989,0.04929012272402,0.0002201255525879,0.3606382099153,0.04789709403352,0.003560408958967
0.01916831534142,0.003508740358073,0.02436569430318,0.07259683732865,0.03723724191983,0.2834276545229,0.1284798395819,0.005963294754514
0.02192250544737,0.004879753035893,0.004341903651753,0.07115673757767,0.05492013440621,0.3376129079689,0.07712373075098,0.004019441384143
0.1870535981405,0.00721639740562,0.01245927794999,0.1553069782912,0.1270859144976,0.3506987026817,0.284669179738,0.007335472424443
0.007004089976216,0.002782758695254,0.002058926981565,0.05955467259293,0.009962467869375,0.3943800395112,0.04162265877956,0.00438248059188
0.02298149157542,0.0029443278404,0.003137885056413,0.06529936368774,0.0009043963009868,0.3103262154562,0.1226584216756,0.0079123723022339
0.1136553774131,0.004584908085431,0.009817575630847,0.05851551145329,0.02045970108423,0.3818536754638,0.1075257415331,0.004011413655399
0.008080655173126,0.002361332617505,0.001756117607925,0.05153971445416,0.001086029812167,0.2921667242645,0.05786710065981,0.003868954887426
0.02636067310977,0.008798489050076,0.002466166060671,0.07387190383682,0.06426584668134,0.4679380259041,0.07062096167526,0.003475691628845
0.02614712096367,0.00405597453919,0.002836252959959,0.05643023636401,0.00151661596654,0.5023332470477,0.07040667899708,0.004969439218823
0.2663163702795,0.006087417241441,0.02328597587024,0.4032769508339,0.123111767919,0.4235569505189,0.1740570548746,0.02164293641847
0.008023684302872,0.02895299715274,0.002994308670283,0.06228252640168,0.02171596293666,0.4478691506975,0.115931495286,0.004486281463054
0.008014594469879,0.01050725410683,0.002392615583618,0.07110456145166,0.04819573099402,0.5911044303473,0.07312829555778,0.003998561561753
0.01199844526522,0.003272060424686,0.001725478286121,0.07044375146085,0.05864231573151,0.3598430672364,0.04986126317545,0.003616539988547
0.02278417246801,0.00514073440728,0.002152568264015,0.06746425141081,0.06522959442106,0.3285605726546,0.04108758887538,0.002825171200792
0.04711951927903,0.01540752488192,0.002879146754404,0.1456042904847,0.0313520987581,0.3312665875019,0.1079039259543,0.009321539410285
0.1463998335535,0.004061039839783,0.01683521398512,0.1170958188944,0.08789312036267,0.291913441993,0.1920880526833,0.007653902586711
0.07905695224901,0.002693401316519,0.005622474471682,0.0672238741641,0.00221544033701,0.3680304862864,0.08563940744906,0.007395545471683
0.04806537429226,0.005976811246391,0.007109955780376,0.07326676209696,0.01477297263071,0.3477687590755,0.1594615665464,0.007408917787494
0.01771592922579,0.00991676303588,0.006531051553971,0.07277102048578,0.04986547764036,0.2855071951751,0.1138432895088,0.004905030794173
0.0711167491434,0.00390860751452,0.008467213544902,0.07310980632052,0.04361166041362,0.3199203552226,0.08346237726175,0.0054538437790039
0.00809692724514,0.004630714694702,0.002190591761334,0.06390428852547,0.04822806181269,0.3880023298664,0.04215159890655,0.002787286730525
0.01050006329539,0.004791401439603,0.00521158377018,0.06529920159213,0.04470843630405,0.3608320767325,0.07411197501559,0.003550465839158
0.07036725536503,0.00412330379849,0.009687120616148,0.05396363798703,0.01383488689011,0.3174270578244,0.1001192352999,0.0036978279473839
0.01210027279947,0.001359997837033,0.001202678779004,0.0490741014171,0.0008540980847823,0.3302524643088,0.03452106022189,0.003705687275016
